Emotion,Text
positive,hmm tasty going curry rice pea probably wink smirk
positive,worry happy ryan
positive,sleep waking tomorrow
negative,oh min enough rescue kitchen shall come back later mow lawn still cool outside
positive,completes today entry new day invite friend come along read
negative,felt sad father sick
negative,revrunwisdom afraid tomorrow seen yesterday love today le
negative,urgh proper fat fuck bastard bloke pushed way getting train hope artery get
positive,look people around know people stupid look stupid
negative,annoyance warm blush steadily creeping cheek
positive,already feel like idiot phone make worse brandon say say right stuff
negative,night outside drizzling rain everyone except hurried cab disconsolate
negative,take giving something really want make others happy
negative,take long fragment bone heal major bone body may need fix future
positive,picking couple toy tonight yay weekend though
positive,rt follow unitednude win one special collector item giving away twitter friend rt win
positive,wait work tomorrow wednesday thursday friday saturday
positive,swear parent got fight would answer quot cheese pizza quot question
negative,please read blog http best day
positive,great preach morning thanks forever
negative,seemed anxious hesitant leaving uncertain direction take
negative,everybody leaving work early except
negative,soldier quarrelled may revenge detailed duty two successive night naturally checked second night found asleep sent cell
negative,nearby end year wife car ride appears another vehicle driven drunk driver accident
negative,yoko ono follow wherever may go
negative,thing holding back
positive,thanks pair git hope like bus
negative,found go u august getting tired flight good either
negative,arrived office preparing busy day listening song always make feel better
positive,dear today utter incompetence yet mean yet another complaint
positive,thank really sweet
negative,sending parent way march sending mean going left behind
positive,ever turn part brain talk crap fun come
negative,recommend returning broken duck toy came person giving may get mad trust
positive,ready week thankful even though attack real god still giving victory
positive,haha gross time come back tell yum vancouver malay spot soon go indian
positive,incredibly sweet good hubby
positive,obvious delight food hard see blanc remains slim
negative,laughing loud going homework kind got distracted goodnight
positive,got return home second study stuff
positive,last day sign sign group going awesome
negative,going buffalo wild wing meet best friend seen forever bad eat food
positive,totally agree
positive,least two three time week turn tv find comedy central already endure brief moment scrub
negative,live shit mall american eagle havin everything sale fund smh
negative,matrix online shuts next month wow feel kind sad
