Emotion,Text
love,working security club tonight first time working month interesting oh hi
surprise,looked astonished face brow
joy,attachment disorder training
happiness,yay new computer fiddle
hate,wish literally could fuck every nigga world nymph
sadness,left man really believed
sadness,sadly know lot woman like song http
fear,tom shakeshaft reveals dismay plan drive dual carriageway right beautiful piece countryside life
surprise,aight goin get crab leg thinkin bout makin trip though bitch
joy,received grade average midterm chemistry expected every average
joy,freezing arse line back cell control communication
anger,pot calling kettle black wearing pant right
joy,breathing radiance smiling joy love harmony amp sending wave love
joy,extreme witness growth amp evolution another soul gratitude
worry,fishing wow listening ska pandora lazy sunday morning
sadness,chosen go english lecture
joy,love set alarm house
fun,happy mother day ok seriously good night
worry,vibe currently downed thing amusing joker shirt look poke shirt want peanut butter sandwich
joy,need keep self entertained next hour battery
worry,damn damn blast tomorrow sam running could see could join next week
worry,ahhh slept game going try best watch tomorrow though hope play army
joy,ipod dying find charger
joy,sound good
hate,dang really look like crap sigh shower get ready
joy,visiting web site really support feedback receive tweet big hug
surprise,oh went crowd epic dude
surprise,really hope naked come room decided come basement
worry,jameshancox know find miss matched sock winter mean go
surprise,turkey still head foot mom know opened best thanksgiving morning gobblegobble
joy,must break bird fly tennyson amwriting book today
worry,back hurt really bad
surprise,thank followfriday hun
joy,nothing like morning argument breakfast asshole smh
sadness,gone restarted wanted follow peep got posted friend skeptical annoyed undecided uneasy hesitant
surprise,going get hair dye black red brown blonde hmm happy face smiley
fear,friend anxious welfare
relief,new would love hear actually
joy,mid term review every single class
joy,manual lying bmw think hint elation police would come intercept
boredom,tweeting tarmac cork airport delayed
happiness,fantastic weekend going finish high cheeky chilli thai fried rice amp glass red
anger,oh goodness phone sooo slow hat everyone decides send hella text set want throw
worry,know mcfly going brazil say hello want
worry,hate storm
joy,almighty ronnie sings adorable christmas track
fear,heart rt revrunwisdom afraid tomorrow seen yesterday love today le
hate,shit shit mean asleep wanted know tired late last night
surprise,dancing like big boob pop scotch
fear,revrunwisdom afraid tomorrow seen yesterday love today le
fear,lord fell kingdom land around judah make war jehoshaphat
joy,way pick little sister school
joy,nothing like holiday even opportunity fight family
fear,approached gang youth town night
joy,call super hyper waking
anger,gentle answer turn away wrath harsh word stir anger
fun,okay kool might touring summer long make happen
joy,richard elation regaining health short lived kidney started fail
fear,two day bidding close
love,mother world happy mother day
sadness,going somewhere get baked chicken finding baked gravy
fear,boy phoned night wanted talk minute outside thought would reveal felt would question relationship treated friend want misunderstanding therefore refused meet told would see coming day unhappy feared hurt got trouble
love,headache hanging puffy love lt
enthusiasm,jealous know able see conan
love,made card mom wait see smile face see
fear,woke open closet door monster tongue sticking cheeky playful blowing raspberry
love,apple keyboard really cool want one used doctor
love,fun friend house cuz know yard big enough sniffle
joy,passing final examination social worker
empty,leading dull life friday babysitting
anger,bank customer notoriously slow shift business even miffed
worry,drawing picture show much miss anyone blame he hour away frm
fun,pacquiao fight fun home wif fam melissa sat today mission ikea srsly different freeway burbank
love,think come back brisbane australia loved
joy,thanks beautiful
fear,mysterious ticking noise somewhere bed puppet pal kind scared
disgust,bloom fucking food lion
anger,one day really angry food eaten dog anger mother careless keep food hidden proper place
worry,oh yea feel really tired today
empty,back long day gunna crash tomorrow mother day editing photo today hangin mom etc
worry,world god bless great day
sadness,way report gt happy face smiley oh goodness lunch today move hc tree heat quot day suck
worry,house probably resembling kind heaven maybe angel moved hence inability locate
worry,extra got ready work nothing studying night
worry,headhardhat sorry hear bad news send happy thought way find new job soon
anger,ignored affronted expression crossed isabel face sardonic rejoinder continued
fear,asked someone bring present father found reliable person afraid father would get present would angry
hate,economics want go tired hate teacher sick half classmate want go home sleep
surprise,jmbuckingham really feel special
anger,believe excuse used twice within week
sadness,watched movie beautiful sad time
happiness,ah seen either way get experience fantasy sound shock wave vacuum space heh
