Emotion,Text
positive,friend sitting searching picture google haha friend found picture father haha
positive,ok day old love diagram mainstream adoption curve http quot everyone quot
positive,washed clothing type laughing big grin laugh glass woooo
positive,morning first tea day record documentary modern good time
positive,hey thank much kind say
positive,thanks follow loving energy site help drawn http
positive,made home time shower breakie later lunch
negative,natalietran like term quot partner quot come relationship business like ugly word day
positive,day long text conversation
negative,feel good hardest part keep empty every day least several time week
positive,sun back could kind weather last january february like jacket
positive,expected content vine site http realized reach flash laughing loud
positive,totally waitin somethin new thought provoking
positive,look forward seeing resume
positive,managed breathe since getting news
positive,khanserai know feel bright side moving place would appreciated onwards
positive,mrskutcher classy demi love stop thing
positive,kevinrbutters month last year best festival ever
positive,yeah dropped bike got caught got mark mind trying avoid stair laughing loud
positive,ish okay loveee
positive,http nice photoshop effect
negative,http bored
positive,hah thanks
positive,good morning haha read swine flu probably come pig people poor pig got blame
positive,rhettroberts haha best thing office birthday hey
positive,strawberry afternoon snack love strawberry going make strawberry smoothie tonight gym
positive,babygirlparis romantic hope amazing time paparazzo follow need privacy doug xoxo
positive,haha overheard u mom quot mom think learn read today quot
positive,another one coming later week westlife dvd trademe one
positive,laughing loud well going sister trashed room coz need go cut guitar string
negative,back people one stalker
positive,awaiting watch liverpool v newcastle game yesterday
positive,cool thanks response check firefox
positive,hehehehe oh love english sooo much
positive,listen ftsk stop haha day finished cry harold ha xx
negative,coffee turn good excellent
positive,read angel amp demon think oh beautiful sunny weather
positive,man loss word look like get unexpected graduation gift good way
positive,dream give rise reality said would walk dream fly dream believe achieve
positive,yay eat proper food
negative,getting nervous tic motion head left thinking tonight
positive,oh thank thank hoping video online
negative,next movie review going like wossy controversial
negative,aussiecynic watching work thinking making sleepy
negative,studying exam tomorrow amp
positive,thepioneerwoman scene toward end endearing
positive,nice fun although fun laughing loud
positive,uploading lot photo priceless memory
positive,chilling home
positive,also believe thing meant happen
positive,chilling listning seal
positive,haha thanks yep definately dream come true excited camera shaking taking photo
positive,week finally rained quite enough yet seems coming garden happy
negative,davidarchie script rusty halo favourite
negative,better finish order little guy first though http time go
negative,got twilight board game today good old ebay
positive,playing restaurant city
negative,watched slumdog millionaire soo goood love happy face smiley sad
positive,lol worry want take care ticket whatever
positive,woken bacon egg sandwich bed man good housemate
positive,found old familiar feeling
positive,ready go sleep hot room yey first time sleeping huge bed excited
positive,may sound stupid bought mask
positive,thank see back smiling
positive,thanks
negative,lol glad seen original trailer would made sense someone certainly went lot http
positive,thanks way
negative,welcome twitter time
positive,robert pattinson iloveyou
positive,tommcfly aww love
